dsgdb9nsd_000001	C
dsgdb9nsd_031912	NCC1=NC=C(O1)C#N
dsgdb9nsd_031916	OCC1=CC=C(O1)C#N
dsgdb9nsd_031918	OCC1=CN=C(N1)C#N
dsgdb9nsd_031919	OCC1=CN=C(O1)C#C
dsgdb9nsd_031920	OCC1=CN=C(O1)C#N
dsgdb9nsd_031922	OCC1=NC=C(N1)C#N
dsgdb9nsd_031923	OCC1=NC=C(O1)C#C
dsgdb9nsd_031924	OCC1=NC=C(O1)C#N
dsgdb9nsd_031940	COC1=CN=C(O1)C=O
dsgdb9nsd_031941	COC1=NC=C(O1)C=O
dsgdb9nsd_031945	OCC1=CN=C(O1)C=O
dsgdb9nsd_031947	OCC1=NC=C(O1)C=O
dsgdb9nsd_032034	CNC1=NC=NC(=O)O1
dsgdb9nsd_032040	COC1=CC=NC(=O)O1
dsgdb9nsd_032044	COC1=CN=CC(=O)O1
dsgdb9nsd_032048	COC1=NC=CC(=O)O1
dsgdb9nsd_032050	COC1=NC=NC(=N)O1
dsgdb9nsd_032051	COC1=NC=NC(=O)N1
dsgdb9nsd_032052	COC1=NC=NC(=O)O1
dsgdb9nsd_032058	OCC1=CC=NC(=O)O1
dsgdb9nsd_032062	OCC1=CN=CC(=O)O1
dsgdb9nsd_032066	OCC1=NC=CC(=O)O1
dsgdb9nsd_032069	OCC1=NC=NC(=O)N1
dsgdb9nsd_032070	OCC1=NC=NC(=O)O1
dsgdb9nsd_032159	COC1=NC=NC(O)=N1
dsgdb9nsd_032180	OCC1=NC=NC(O)=N1
dsgdb9nsd_032308	COC1=CN=COC1=O
dsgdb9nsd_032312	COC1=NC=COC1=O
dsgdb9nsd_032318	OCC1=CN=COC1=O
dsgdb9nsd_032322	OCC1=NC=COC1=O
dsgdb9nsd_032360	COC1=COC(=O)C=N1
dsgdb9nsd_032361	COC1=COC(=O)N=C1
dsgdb9nsd_032370	OCC1=COC(=O)C=N1
dsgdb9nsd_032371	OCC1=COC(=O)N=C1
dsgdb9nsd_032387	CNC1=COC(=N1)C#N
dsgdb9nsd_032391	COC1=CNC(=N1)C#N
dsgdb9nsd_032393	COC1=COC(=C1)C#N
dsgdb9nsd_032394	COC1=COC(=N1)C#C
dsgdb9nsd_032395	COC1=COC(=N1)C#N
dsgdb9nsd_032399	OCC1=CNC(=N1)C#N
dsgdb9nsd_032401	OCC1=COC(=C1)C#N
dsgdb9nsd_032402	OCC1=COC(=N1)C#C
dsgdb9nsd_032403	OCC1=COC(=N1)C#N
dsgdb9nsd_032490	COC1=COC(C=O)=N1
dsgdb9nsd_032494	OCC1=COC(C=O)=N1
dsgdb9nsd_032506	COC1=COC=C1C#N
dsgdb9nsd_032510	OCC1=COC=C1C#N
dsgdb9nsd_032557	COC1=COC=NC1=O
dsgdb9nsd_032562	OCC1=COC=NC1=O
dsgdb9nsd_033267	C#CC#CC#CC1CN1
dsgdb9nsd_033268	C#CC#CC#CC1CO1
dsgdb9nsd_033269	N#CC#CC#CC1CC1
dsgdb9nsd_033270	N#CC#CC#CC1CN1
dsgdb9nsd_033271	N#CC#CC#CC1CO1
dsgdb9nsd_033272	C#CC#CC(C#C)C#C
dsgdb9nsd_033273	C#CC(C#C)C#CC#N
dsgdb9nsd_033275	C#CC#CC1(CC1)C#N
dsgdb9nsd_033276	C#CC#CC1(CN1)C#C
dsgdb9nsd_033277	C#CC#CC1(CN1)C#N
dsgdb9nsd_033278	C#CC#CC1(CO1)C#C
dsgdb9nsd_033279	C#CC#CC1(CO1)C#N
dsgdb9nsd_033280	C#CC1(CC1)C#CC#N
dsgdb9nsd_033281	C#CC1(CN1)C#CC#N
dsgdb9nsd_033282	C#CC1(CO1)C#CC#N
dsgdb9nsd_033283	N#CC#CC1(CC1)C#N
dsgdb9nsd_033284	N#CC#CC1(CN1)C#N
dsgdb9nsd_033285	N#CC#CC1(CO1)C#N
dsgdb9nsd_033291	N#CC#CC12CC(C1)O2
dsgdb9nsd_033300	N#CC#CC12CC1CO2
dsgdb9nsd_033301	N#CC#CC12CC1OC2
dsgdb9nsd_033303	N#CC#CC12CCC1O2
dsgdb9nsd_033308	C#CC#CC1=NCCO1
dsgdb9nsd_033310	N#CC#CC1=CCOC1
dsgdb9nsd_033311	N#CC#CC1=NCCN1
dsgdb9nsd_033312	N#CC#CC1=NCCO1
dsgdb9nsd_033317	N#CC#CC1C2CC1O2
dsgdb9nsd_033324	N#CC#CC1C2COC12
dsgdb9nsd_033326	C#CC#CC1CC1C#N
dsgdb9nsd_033327	C#CC#CC1NC1C#C
dsgdb9nsd_033328	C#CC#CC1NC1C#N
dsgdb9nsd_033329	C#CC#CC1OC1C#C
dsgdb9nsd_033330	C#CC#CC1OC1C#N
dsgdb9nsd_033331	C#CC1CC1C#CC#N
dsgdb9nsd_033332	C#CC1NC1C#CC#N
dsgdb9nsd_033333	C#CC1OC1C#CC#N
dsgdb9nsd_033334	N#CC#CC1CC1C#N
dsgdb9nsd_033335	N#CC#CC1NC1C#N
dsgdb9nsd_033336	N#CC#CC1OC1C#N
dsgdb9nsd_033345	N#CC#CC1CC2OC12
dsgdb9nsd_033346	N#CC#CC1OC2CC12
dsgdb9nsd_033348	C#CC#CC1CN=CO1
dsgdb9nsd_033350	N#CC#CC1CN=CO1
dsgdb9nsd_033352	C#CC#CC1COC=N1
dsgdb9nsd_033355	N#CC#CC1COC=N1
dsgdb9nsd_033356	N#CC#CC1OCC=C1
dsgdb9nsd_033365	N#CC#CC1COCO1
dsgdb9nsd_033366	N#CC#CC1OCCO1
dsgdb9nsd_033367	C#CC#CCC#CC#C
dsgdb9nsd_033368	C#CC#CCC#CC#N
dsgdb9nsd_033369	N#CC#CCC#CC#N
dsgdb9nsd_033386	C#CC(C#C)(C#C)C#C
dsgdb9nsd_033387	C#CC(C#C)(C#C)C#N
dsgdb9nsd_033388	C#CC(C#C)(C#N)C#N
dsgdb9nsd_033389	C#CC(C#N)(C#N)C#N
dsgdb9nsd_033390	N#CC(C#N)(C#N)C#N
dsgdb9nsd_033436	C#CC1(C#N)C2CC1O2
dsgdb9nsd_033439	N#CC1(C#N)C2CC1N2
dsgdb9nsd_033440	N#CC1(C#N)C2CC1O2
dsgdb9nsd_033441	N#CC1(C#N)C2CN1C2
dsgdb9nsd_033448	C#CC1(C#N)C2COC12
dsgdb9nsd_033450	N#CC1(C#N)C2CCN12
dsgdb9nsd_033451	N#CC1(C#N)C2CNC12
dsgdb9nsd_033452	N#CC1(C#N)C2COC12
dsgdb9nsd_033480	C#CC1(CC2OC12)C#N
dsgdb9nsd_033485	C#CC1(OC2CC12)C#N
dsgdb9nsd_033487	N#CC1(CC2CN12)C#N
dsgdb9nsd_033488	N#CC1(CC2NC12)C#N
dsgdb9nsd_033489	N#CC1(CC2OC12)C#N
dsgdb9nsd_033490	N#CC1(CN2CC12)C#N
dsgdb9nsd_033491	N#CC1(NC2CC12)C#N
dsgdb9nsd_033492	N#CC1(OC2CC12)C#N
dsgdb9nsd_033520	C#CC1(CN=CN1)C#N
dsgdb9nsd_033521	C#CC1(CN=CO1)C#C
dsgdb9nsd_033522	C#CC1(CN=CO1)C#N
dsgdb9nsd_033524	N#CC1(CN=CN1)C#N
dsgdb9nsd_033525	N#CC1(CN=CO1)C#N
dsgdb9nsd_033555	C#CC1(CNC=N1)C#N
dsgdb9nsd_033556	C#CC1(COC=N1)C#C
dsgdb9nsd_033557	C#CC1(COC=N1)C#N
dsgdb9nsd_033560	C#CC1(OCC=C1)C#N
dsgdb9nsd_033562	N#CC1(CNC=N1)C#N
dsgdb9nsd_033563	N#CC1(COC=N1)C#N
dsgdb9nsd_033564	N#CC1(NCC=C1)C#N
dsgdb9nsd_033565	N#CC1(OCC=C1)C#N
dsgdb9nsd_033574	C#CC1(COCO1)C#N
dsgdb9nsd_033576	C#CC1(OCCO1)C#N
dsgdb9nsd_033582	N#CC1(COCO1)C#N
dsgdb9nsd_033583	N#CC1(OCCO1)C#N
dsgdb9nsd_033592	C#CC12C3C4OC1C4N23
dsgdb9nsd_033596	N#CC12C3C1C1C3OC21
dsgdb9nsd_033601	N#CC12C3C4NC1C4N23
dsgdb9nsd_033602	N#CC12C3C4OC1C4N23
dsgdb9nsd_033610	N#CC12C3C1C1OC3C21
dsgdb9nsd_033619	C#CC12C3OC1C1C3N21
dsgdb9nsd_033623	N#CC12C3C4C3C1OC24
dsgdb9nsd_033626	N#CC12C3NC1C1C3N21
dsgdb9nsd_033627	N#CC12C3OC1C1C3N21
dsgdb9nsd_033632	C#CC12C3CN=C1OC23
dsgdb9nsd_033636	N#CC12C3CN=C1NC23
dsgdb9nsd_033637	N#CC12C3CN=C1OC23
dsgdb9nsd_033645	N#CC12C3CC1N=CN23
dsgdb9nsd_033646	N#CC12C3CN1C=NC23
dsgdb9nsd_033648	N#CC12C3OC1C=CC23
dsgdb9nsd_033683	N#CC12C3OC1COC23
dsgdb9nsd_033697	N#CC12C3OC4C(C14)C23
dsgdb9nsd_033704	N#CC12C=CC3C1OC23
dsgdb9nsd_033714	N#CC12C=CC3OC1C23
dsgdb9nsd_033715	N#CC12N=CN3CC1C23
dsgdb9nsd_033721	C#CC12CC(C1)(O2)C#N
dsgdb9nsd_033723	N#CC12CC(C1)(N2)C#N
dsgdb9nsd_033724	N#CC12CC(C1)(O2)C#N
dsgdb9nsd_033744	N#CC12CC(O1)C1OC21
dsgdb9nsd_033763	N#CC12CC(O1)C21CO1
dsgdb9nsd_033807	N#CC12OC(C=C1)C=C2
dsgdb9nsd_033811	C#CC12CC1(CO2)C#N
dsgdb9nsd_033814	C#CC12CC1(OC2)C#N
dsgdb9nsd_033818	C#CC12CCC1(O2)C#N
dsgdb9nsd_033820	N#CC12CC1(NC2)C#N
dsgdb9nsd_033821	N#CC12CC1(OC2)C#N
dsgdb9nsd_033822	N#CC12CCC1(N2)C#N
dsgdb9nsd_033823	N#CC12CCC1(O2)C#N
dsgdb9nsd_033844	N#CC12CC3(CO3)C1O2
dsgdb9nsd_033870	N#CC12CC3OC3C1O2
dsgdb9nsd_033891	N#CC12OC1C1CC2O1
dsgdb9nsd_033917	N#CC12OC1C1COC21
dsgdb9nsd_033918	N#CC12OC1C1OCC21
dsgdb9nsd_033963	N#CC12OC1CC1OC21
dsgdb9nsd_033991	N#CC12OC1CC21CO1
dsgdb9nsd_034061	C#CC12OC3=NCC1C23
dsgdb9nsd_034064	N#CC12CC3=NCC1N23
dsgdb9nsd_034065	N#CC12NC3=NCC1C23
dsgdb9nsd_034066	N#CC12OC3=NCC1C23
dsgdb9nsd_034075	N#CC12CC3C(O1)C3O2
dsgdb9nsd_034083	N#CC12CC3C1N3C=N2
dsgdb9nsd_034086	N#CC12OC3C(C=C1)C23
dsgdb9nsd_034109	N#CC12COC3C(O1)C23
dsgdb9nsd_034130	N#CC12CC3OC1C3O2
dsgdb9nsd_034138	N#CC12OC3C1C=CC23
dsgdb9nsd_034155	N#CC12OC3C1COC23
dsgdb9nsd_034164	C#CC12OC3C4C1N4C23
dsgdb9nsd_034172	N#CC12NC3C4C1N4C23
dsgdb9nsd_034173	N#CC12OC3C4C(C14)C23
dsgdb9nsd_034174	N#CC12OC3C4C1N4C23
dsgdb9nsd_034185	N#CC12OC3C4C3C1C24
dsgdb9nsd_034192	N#CC12CC3N=CN1C23
dsgdb9nsd_034194	N#CC12OC3C=CC1C23
dsgdb9nsd_034219	N#CC12CC3OC1C2O3
dsgdb9nsd_034223	N#CC12OC3CC1C2O3
dsgdb9nsd_034247	N#CC12OC3CC1OC23
dsgdb9nsd_034268	N#CC12OC3COC1C23
dsgdb9nsd_034273	C#CC12CN=C3OC1C23
dsgdb9nsd_034276	N#CC12CN=C3CC1N23
dsgdb9nsd_034277	N#CC12CN=C3NC1C23
dsgdb9nsd_034278	N#CC12CN=C3OC1C23
dsgdb9nsd_034291	N#CC12COC(O1)C=C2
dsgdb9nsd_034292	N#CC12OCC(O1)C=C2
dsgdb9nsd_034354	N#CC12COC1C1OC21
dsgdb9nsd_034361	N#CC12OCC1C1OC21
dsgdb9nsd_034443	N#CC12COC3C1OC23
dsgdb9nsd_034449	N#CC12OCC3C1OC23
dsgdb9nsd_034471	N#CC12OCC3OC1C23
dsgdb9nsd_034475	C#CC1=C(COC1)C#N
dsgdb9nsd_034477	N#CC1=C(CNC1)C#N
dsgdb9nsd_034478	N#CC1=C(COC1)C#N
dsgdb9nsd_034510	N#CC1=CC2C3OC1C23
dsgdb9nsd_034511	N#CC1=NC2C3CN1C23
dsgdb9nsd_034517	N#CC1=CC2C3OC2C13
dsgdb9nsd_034530	N#CC1=CC2OC1C=C2
dsgdb9nsd_034552	N#CC1=CC2OC3C2C13
dsgdb9nsd_034553	N#CC1=NC2CC3C2N13
dsgdb9nsd_034565	N#CC1=CC2COC1O2
dsgdb9nsd_034566	N#CC1=CC2OCC1O2
dsgdb9nsd_034671	C#CC1C(C#C)C1C#N
dsgdb9nsd_034672	C#CC1C(C#N)C1C#N
dsgdb9nsd_034673	N#CC1C(C#N)C1C#N
dsgdb9nsd_034711	N#CC1C2C3C1N=CN23
dsgdb9nsd_034714	N#CC1C2C3N=CN1C23
dsgdb9nsd_034729	N#CC1C2C3OC1OC23
dsgdb9nsd_034736	N#CC1C2C3CN=C1N23
dsgdb9nsd_034770	C#CC1C2OC(C#N)C12
dsgdb9nsd_034775	C#CC1OC2C(C#N)C12
dsgdb9nsd_034776	N#CC1C2C(CN12)C#N
dsgdb9nsd_034778	N#CC1C2CC(C#N)N12
dsgdb9nsd_034779	N#CC1C2NC(C#N)C12
dsgdb9nsd_034780	N#CC1C2OC(C#N)C12
dsgdb9nsd_034783	C#CC12CC(O1)C2C#N
dsgdb9nsd_034789	C#CC1C2CC1(O2)C#N
dsgdb9nsd_034793	N#CC1C2CC1(N2)C#N
dsgdb9nsd_034794	N#CC1C2CC1(O2)C#N
dsgdb9nsd_034795	N#CC1N2CC1(C2)C#N
dsgdb9nsd_034813	N#CC1C2OC1C1OC21
dsgdb9nsd_034831	N#CC1C2OC1C21OC1
dsgdb9nsd_034838	C#CC1C2OC1C2C#N
dsgdb9nsd_034840	N#CC1C2CN1C2C#N
dsgdb9nsd_034841	N#CC1C2NC1C2C#N
dsgdb9nsd_034842	N#CC1C2OC1C2C#N
dsgdb9nsd_034890	N#CC1C2OC2C11CO1
dsgdb9nsd_034902	C#CC1C2OC2C1C#N
dsgdb9nsd_034904	N#CC1C2CN2C1C#N
dsgdb9nsd_034905	N#CC1C2NC2C1C#N
dsgdb9nsd_034906	N#CC1C2OC2C1C#N
dsgdb9nsd_034925	N#CC1C2OC2C2OC12
dsgdb9nsd_034954	N#CC1C2OC3C2OC13
dsgdb9nsd_035007	C#CC12COC1C2C#N
dsgdb9nsd_035009	C#CC12OCC1C2C#N
dsgdb9nsd_035014	C#CC1C2COC12C#N
dsgdb9nsd_035017	C#CC1C2OCC12C#N
dsgdb9nsd_035021	N#CC1C2CNC12C#N
dsgdb9nsd_035022	N#CC1C2COC12C#N
dsgdb9nsd_035023	N#CC1C2NCC12C#N
dsgdb9nsd_035024	N#CC1C2OCC12C#N
dsgdb9nsd_035025	N#CC1N2CCC12C#N
dsgdb9nsd_035073	C#CC1N=C2OC3C1C23
dsgdb9nsd_035077	N#CC1N=C2CC3C1N23
dsgdb9nsd_035078	N#CC1N=C2NC3C1C23
dsgdb9nsd_035144	C#CC1OC(C=C1)C#N
dsgdb9nsd_035146	N#CC1NC(C=C1)C#N
dsgdb9nsd_035147	N#CC1OC(C=C1)C#N
dsgdb9nsd_035148	C#CC1(CC1C#N)C#C
dsgdb9nsd_035149	C#CC1(CC1C#N)C#N
dsgdb9nsd_035150	C#CC1(NC1C#N)C#C
dsgdb9nsd_035151	C#CC1(NC1C#N)C#N
dsgdb9nsd_035152	C#CC1(OC1C#N)C#C
dsgdb9nsd_035153	C#CC1(OC1C#N)C#N
dsgdb9nsd_035155	C#CC1CC1(C#C)C#N
dsgdb9nsd_035156	C#CC1CC1(C#N)C#N
dsgdb9nsd_035157	C#CC1NC1(C#C)C#C
dsgdb9nsd_035158	C#CC1NC1(C#C)C#N
dsgdb9nsd_035159	C#CC1NC1(C#N)C#N
dsgdb9nsd_035160	C#CC1OC1(C#C)C#C
dsgdb9nsd_035161	C#CC1OC1(C#C)C#N
dsgdb9nsd_035162	C#CC1OC1(C#N)C#N
dsgdb9nsd_035163	N#CC1CC1(C#N)C#N
dsgdb9nsd_035164	N#CC1NC1(C#N)C#N
dsgdb9nsd_035165	N#CC1OC1(C#N)C#N
dsgdb9nsd_035181	N#CC1OC11C2CC1O2
dsgdb9nsd_035207	N#CC1OC11CC2OC12
dsgdb9nsd_035294	C#CC12CC(C#N)C1O2
dsgdb9nsd_035297	C#CC12CC1C(O2)C#N
dsgdb9nsd_035306	C#CC1CC2(OC12)C#N
dsgdb9nsd_035309	C#CC1OC2(CC12)C#N
dsgdb9nsd_035311	N#CC1CC2(CN12)C#N
dsgdb9nsd_035312	N#CC1CC2(NC12)C#N
dsgdb9nsd_035313	N#CC1CC2(OC12)C#N
dsgdb9nsd_035314	N#CC1NC2(CC12)C#N
dsgdb9nsd_035315	N#CC1OC2(CC12)C#N
dsgdb9nsd_035378	N#CC1OC2C3OC1C23
dsgdb9nsd_035393	N#CC1OC2C3OC2C13
dsgdb9nsd_035414	N#CC1OC2C3OC3C12
dsgdb9nsd_035439	C#CC12CC1OC2C#N
dsgdb9nsd_035442	C#CC12OC1CC2C#N
dsgdb9nsd_035448	C#CC1CC2OC12C#N
dsgdb9nsd_035453	C#CC1OC2CC12C#N
dsgdb9nsd_035455	N#CC1CC2NC12C#N
dsgdb9nsd_035456	N#CC1CC2OC12C#N
dsgdb9nsd_035457	N#CC1CN2CC12C#N
dsgdb9nsd_035458	N#CC1NC2CC12C#N
dsgdb9nsd_035459	N#CC1OC2CC12C#N
dsgdb9nsd_035468	N#CC1OC2OC1C=C2
dsgdb9nsd_035588	C#CC1=NCC(N1)C#N
dsgdb9nsd_035589	C#CC1=NCC(O1)C#N
dsgdb9nsd_035593	C#CC1CN=C(N1)C#N
dsgdb9nsd_035594	C#CC1CN=C(O1)C#C
dsgdb9nsd_035595	C#CC1CN=C(O1)C#N
dsgdb9nsd_035597	N#CC1CN=C(N1)C#N
dsgdb9nsd_035598	N#CC1CN=C(O1)C#N
dsgdb9nsd_035621	C#CC1N=CNC1C#N
dsgdb9nsd_035622	C#CC1N=COC1C#N
dsgdb9nsd_035624	C#CC1NC=NC1C#N
dsgdb9nsd_035625	C#CC1OC=NC1C#C
dsgdb9nsd_035627	N#CC1NC=NC1C#N
dsgdb9nsd_035648	C#CC1=CC(OC1)C#N
dsgdb9nsd_035649	C#CC1=NC(CN1)C#N
dsgdb9nsd_035653	C#CC1CNC(=N1)C#N
dsgdb9nsd_035654	C#CC1COC(=N1)C#C
dsgdb9nsd_035655	C#CC1COC(=N1)C#N
dsgdb9nsd_035658	C#CC1OCC(=C1)C#N
dsgdb9nsd_035660	N#CC1CNC(=N1)C#N
dsgdb9nsd_035661	N#CC1NCC(=C1)C#N
dsgdb9nsd_035662	N#CC1OCC(=C1)C#N
dsgdb9nsd_035673	C#CC1COC(O1)C#N
dsgdb9nsd_035674	C#CC1OCC(O1)C#N
dsgdb9nsd_035680	N#CC1COC(O1)C#N
dsgdb9nsd_035830	C#CC1=CCOC1C#N
dsgdb9nsd_035835	C#CC1OCC=C1C#N
dsgdb9nsd_035837	N#CC1NCC=C1C#N
dsgdb9nsd_035838	N#CC1OCC=C1C#N
dsgdb9nsd_035886	C#CC1OCOC1C#N
dsgdb9nsd_035892	N#CC1OCOC1C#N
dsgdb9nsd_035983	C#CC#CC#CCC#N
dsgdb9nsd_035984	C#CCC#CC#CC#C
dsgdb9nsd_035985	C#CCC#CC#CC#N
dsgdb9nsd_035986	N#CCC#CC#CC#N
dsgdb9nsd_036021	N#CCC(CC#N)C#N
dsgdb9nsd_036117	N#CCC12OC1C1OC21
dsgdb9nsd_036180	N#CCC12OC3C1OC23
dsgdb9nsd_036564	C#CC(NCC#N)C#N
dsgdb9nsd_036565	C#CC(OCC#N)C#C
dsgdb9nsd_036566	C#CC(OCC#N)C#N
dsgdb9nsd_036571	C#CCNC(C#N)C#N
dsgdb9nsd_036573	C#CCOC(C#C)C#N
dsgdb9nsd_036574	C#CCOC(C#N)C#N
dsgdb9nsd_036575	N#CCNC(C#N)C#N
dsgdb9nsd_036754	N#CCOC=NCC#N
dsgdb9nsd_036757	C#CC#CCOCC#N
dsgdb9nsd_036762	C#CCOCC#CC#N
dsgdb9nsd_036764	N#CCNCC#CC#N
dsgdb9nsd_036765	N#CCOCC#CC#N
dsgdb9nsd_037107	C1C23OC=NC12C1OC31
dsgdb9nsd_037499	O1C2C3C1C1N=C3OC21
dsgdb9nsd_037542	O1C2C3C1C21N=COC31
dsgdb9nsd_037552	O1C2C3C1C21OC=NC31
dsgdb9nsd_039531	O1C=NC23C4C5C(C24)C135
dsgdb9nsd_042147	O=C(C#C)C#CC1CN1
dsgdb9nsd_042148	O=C(C#C)C#CC1CO1
dsgdb9nsd_042149	O=C(C#N)C#CC1CC1
dsgdb9nsd_042150	O=C(C#N)C#CC1CN1
dsgdb9nsd_042151	O=C(C#N)C#CC1CO1
dsgdb9nsd_042152	O=C(C#C)C#CCC#C
dsgdb9nsd_042153	O=C(C#C)C#CCC#N
dsgdb9nsd_042154	O=C(C#N)C#CCC#C
dsgdb9nsd_042155	O=C(C#N)C#CCC#N
dsgdb9nsd_042157	N=C(C(=O)C#N)N1CC1
dsgdb9nsd_042159	O=C(C#C)C(=O)C1CN1
dsgdb9nsd_042160	O=C(C#C)C(=O)C1CO1
dsgdb9nsd_042161	O=C(C#C)C(=O)N1CC1
dsgdb9nsd_042162	O=C(C#N)C(=O)C1CC1
dsgdb9nsd_042163	O=C(C#N)C(=O)C1CN1
dsgdb9nsd_042164	O=C(C#N)C(=O)C1CO1
dsgdb9nsd_042165	O=C(C#N)C(=O)N1CC1
dsgdb9nsd_042166	O=C(C#C)C(C#C)C#C
dsgdb9nsd_042167	O=C(C#C)C(C#C)C#N
dsgdb9nsd_042168	O=C(C#C)C(C#N)C#N
dsgdb9nsd_042169	O=C(C#N)C(C#C)C#C
dsgdb9nsd_042170	O=C(C#N)C(C#C)C#N
dsgdb9nsd_042172	O=C(C#C)C1(CC1)C#N
dsgdb9nsd_042173	O=C(C#C)C1(CN1)C#C
dsgdb9nsd_042174	O=C(C#C)C1(CN1)C#N
dsgdb9nsd_042175	O=C(C#C)C1(CO1)C#C
dsgdb9nsd_042176	O=C(C#C)C1(CO1)C#N
dsgdb9nsd_042177	O=C(C#N)C1(CC1)C#C
dsgdb9nsd_042178	O=C(C#N)C1(CC1)C#N
dsgdb9nsd_042179	O=C(C#N)C1(CN1)C#C
dsgdb9nsd_042180	O=C(C#N)C1(CN1)C#N
dsgdb9nsd_042181	O=C(C#N)C1(CO1)C#C
dsgdb9nsd_042182	O=C(C#N)C1(CO1)C#N
dsgdb9nsd_042189	O=C(C#N)C12CC(C1)O2
dsgdb9nsd_042199	O=C(C#N)C12CC1CO2
dsgdb9nsd_042200	O=C(C#N)C12CC1OC2
dsgdb9nsd_042202	O=C(C#N)C12CCC1O2
dsgdb9nsd_042208	O=C(C#C)C1=NCCO1
dsgdb9nsd_042210	O=C(C#N)C1=CCOC1
dsgdb9nsd_042212	O=C(C#N)C1=NCCN1
dsgdb9nsd_042213	O=C(C#N)C1=NCCO1
dsgdb9nsd_042220	O=C(C#N)C1C2CC1O2
dsgdb9nsd_042230	O=C(C#N)C1C2COC12
dsgdb9nsd_042233	N=C(C#N)N1CC(=O)C1
dsgdb9nsd_042234	N=C1CC(O1)C(=O)C#C
dsgdb9nsd_042235	N=C1CC(O1)C(=O)C#N
dsgdb9nsd_042237	O=C(C#C)C1CC(=O)N1
dsgdb9nsd_042238	O=C(C#C)C1CC(=O)O1
dsgdb9nsd_042239	O=C(C#C)N1CC(=O)C1
dsgdb9nsd_042240	O=C(C#N)C1CC(=O)C1
dsgdb9nsd_042241	O=C(C#N)C1CC(=O)N1
dsgdb9nsd_042242	O=C(C#N)C1CC(=O)O1
dsgdb9nsd_042243	O=C(C#N)N1CC(=O)C1
dsgdb9nsd_042249	O=C(C#C)C1CC1C#N
dsgdb9nsd_042250	O=C(C#C)C1NC1C#C
dsgdb9nsd_042251	O=C(C#C)C1NC1C#N
dsgdb9nsd_042252	O=C(C#C)C1OC1C#C
dsgdb9nsd_042253	O=C(C#C)C1OC1C#N
dsgdb9nsd_042254	O=C(C#C)N1CC1C#C
dsgdb9nsd_042255	O=C(C#C)N1CC1C#N
dsgdb9nsd_042256	O=C(C#N)C1CC1C#C
dsgdb9nsd_042257	O=C(C#N)C1CC1C#N
dsgdb9nsd_042258	O=C(C#N)C1NC1C#C
dsgdb9nsd_042259	O=C(C#N)C1NC1C#N
dsgdb9nsd_042260	O=C(C#N)C1OC1C#C
dsgdb9nsd_042261	O=C(C#N)C1OC1C#N
dsgdb9nsd_042262	O=C(C#N)N1CC1C#C
dsgdb9nsd_042263	O=C(C#N)N1CC1C#N
dsgdb9nsd_042275	O=C(C#N)C1CC2OC12
dsgdb9nsd_042278	O=C(C#N)C1OC2CC12
dsgdb9nsd_042282	O=C(C#C)C1CN=CO1
dsgdb9nsd_042285	O=C(C#N)C1CN=CO1
dsgdb9nsd_042289	N=C(C#N)N1CCC1=O
dsgdb9nsd_042291	N=C1CCN1C(=O)C#N
dsgdb9nsd_042292	N=C1OCC1C(=O)C#C
dsgdb9nsd_042293	N=C1OCC1C(=O)C#N
dsgdb9nsd_042294	O=C(C#C)C1CNC1=O
dsgdb9nsd_042295	O=C(C#C)C1COC1=O
dsgdb9nsd_042296	O=C(C#C)N1CCC1=O
dsgdb9nsd_042297	O=C(C#N)N1CCC1=O
dsgdb9nsd_042302	O=C(C#C)C1COC=N1
dsgdb9nsd_042307	O=C(C#N)C1COC=N1
dsgdb9nsd_042309	O=C(C#N)C1OCC=C1
dsgdb9nsd_042311	O=C(C#N)N1CCN=C1
dsgdb9nsd_042323	O=C(C#N)C1COCO1
dsgdb9nsd_042324	O=C(C#N)C1OCCO1
dsgdb9nsd_042327	O=C(C#CC#C)C1CN1
dsgdb9nsd_042328	O=C(C#CC#C)C1CO1
dsgdb9nsd_042329	O=C(C#CC#C)N1CC1
dsgdb9nsd_042330	O=C(C#CC#N)C1CC1
dsgdb9nsd_042331	O=C(C#CC#N)C1CN1
dsgdb9nsd_042332	O=C(C#CC#N)C1CO1
dsgdb9nsd_042333	O=C(C#CC#N)N1CC1
dsgdb9nsd_042350	O=C(CC#C)C#CC#C
dsgdb9nsd_042351	O=C(CC#C)C#CC#N
dsgdb9nsd_042352	O=C(CC#N)C#CC#C
dsgdb9nsd_042353	O=C(CC#N)C#CC#N
dsgdb9nsd_042354	O=C(CC#C)C(=O)C#C
dsgdb9nsd_042355	O=C(CC#C)C(=O)C#N
dsgdb9nsd_042356	O=C(CC#N)C(=O)C#C
dsgdb9nsd_042377	O=C(CC#CC#C)C#C
dsgdb9nsd_042378	O=C(CC#CC#C)C#N
dsgdb9nsd_042379	O=C(CC#CC#N)C#C
dsgdb9nsd_042380	O=C(CC#CC#N)C#N
dsgdb9nsd_042381	N=C(NC(=N)C#C)C#C
dsgdb9nsd_042382	N=C(NC(=N)C#N)C#C
dsgdb9nsd_042383	N=C(NC(=N)C#N)C#N
dsgdb9nsd_042384	N=C(NC(=O)C#C)C#C
dsgdb9nsd_042385	N=C(OC(=O)C#C)C#C
dsgdb9nsd_042386	N=C(OC(=O)C#C)C#N
dsgdb9nsd_042387	N=C(OC(=O)C#N)C#N
dsgdb9nsd_042388	O=C(NC(=O)C#C)C#C
